Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition,var9
ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Other,223.99,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,663.38,Approve in Full,""
ORD,Chicago O'Hare International Airport,All Nippon Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,115,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,64.92,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,399.95,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Other,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Aer Lingus,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
ORD,Chicago O'Hare International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,16.08,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Home Decor; Home Decor,0,Deny,""
ORD,Chicago O'Hare International Airport,British Airways,Passenger Property Loss,Checked Baggage,Cameras; Cosmetics & Grooming; Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,1240,Settle,""
ORD,Chicago O'Hare International Airport,British Airways,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,Aero Mexico,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Other,10.99,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,150,Settle,""
ORD,Chicago O'Hare International Airport,Frontier Airlines,Property Damage,Checkpoint,Jewelry & Watches,163,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ORD,Chicago O'Hare International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Home Decor; Personal Electronics,0,Deny,""
ORD,Chicago O'Hare International Airport,Aer Lingus,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Household Items,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,278.46,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,28,Approve in Full,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,366.5,Settle,""
ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
ORD,Chicago O'Hare International Airport,British Airways,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
ORD,Chicago O'Hare International Airport,Scandinavian Airlines Systems,Passenger Property Loss,Checked Baggage,Clothing; Household Items,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras; Cameras,0,Deny,""
ORD,Chicago O'Hare International Airport,British Airways,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,35,Approve in Full,""
ORD,Chicago O'Hare International Airport,America Trans Air,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,21.75,Approve in Full,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checked Baggage,Hunting & Fishing Items,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Other,50,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Jewelry & Watches,100,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Copa Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,164.99,Approve in Full,""
ORD,Chicago O'Hare International Airport,Qatar airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
ORD,Chicago O'Hare International Airport,Air India,Property Damage,Checkpoint,Computer & Accessories,890.08,Approve in Full,""
ORD,Chicago O'Hare International Airport,Virgin America,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
ORD,Chicago O'Hare International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,138.62,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Travel Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Home Decor,65.96,Approve in Full,""
ORD,Chicago O'Hare International Airport,Swiss Air,Passenger Property Loss,Checkpoint,Currency,0,Deny,""
ORD,Chicago O'Hare International Airport,Frontier Airlines,Property Damage,Checkpoint,Home Decor,74.99,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,50,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Audio/Video; Computer & Accessories; Jewelry & Watches; Personal Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,22.5,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Clothing; Clothing,0,Deny,""
ORD,Chicago O'Hare International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,10,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Books,0,Deny,""
ORD,Chicago O'Hare International Airport,British Airways,Property Damage,Checkpoint,Clothing,158.41,Approve in Full,""
ORD,Chicago O'Hare International Airport,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
ORD,Chicago O'Hare International Airport,All Nippon Airways,Property Damage,Checkpoint,Computer & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Books,25,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny,""
ORD,Chicago O'Hare International Airport,Air France,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Food & Drink,35,Approve in Full,""
ORD,Chicago O'Hare International Airport,Polish Airlines,Passenger Property Loss,Checked Baggage,Clothing,47.51,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,12.22,Approve in Full,""
ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Household Items,0,Deny,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Audio/Video,129.99,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Musical Instruments & Accessories,225,Approve in Full,""
ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,110,Approve in Full,""
ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies,108.9,Approve in Full,""
ORD,Chicago O'Hare International Airport,Alaska Airlines,Property Damage,Checked Baggage,Other,67.5,Settle,""
ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny,""
ORF,Norfolk International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,288.89,Approve in Full,""
ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
ORF,Norfolk International,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,99.99,Approve in Full,""
ORF,Norfolk International,American Airlines,Property Damage,Checked Baggage,Clothing,0,Deny,""
ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,13,Approve in Full,""
ORF,Norfolk International,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,187.61,Approve in Full,""
ORF,Norfolk International,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,187.61,Approve in Full,""
ORF,Norfolk International,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,213.48,Settle,""
ORF,Norfolk International,USAir,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,0,Deny,""
ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny,""
ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,0,Deny,""
ORF,Norfolk International,UAL,Passenger Property Loss,Checked Baggage,Other,119.97,Approve in Full,""
ORF,Norfolk International,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,457.55,Settle,""
ORF,Norfolk International,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing; Food & Drink,0,Deny,""
ORF,Norfolk International,USAir,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
ORF,Norfolk International,USAir,Property Damage,Checked Baggage,Cosmetics & Grooming; Medical/Science,0,Deny,""
ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,19,Settle,""
ORF,Norfolk International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,12.52,Approve in Full,""
ORH,Worcester Regional,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
OTH,North Bend Municipal,UAL,Passenger Property Loss,Checked Baggage,Clothing,824,Approve in Full,""
OTH,North Bend Municipal,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,30,Approve in Full,""
PBG,Plattsburgh International Aiport,Allegiant Air,Passenger Property Loss,Checkpoint,Clothing,50,Approve in Full,""
PBI,Palm Beach International,Jet Blue,Property Damage,Checked Baggage,Computer & Accessories,16.98,Approve in Full,""
PBI,Palm Beach International,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
PBI,Palm Beach International,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
PBI,Palm Beach International,Delta Air Lines,Property Damage,Checkpoint,Personal Accessories,18.67,Approve in Full,""
PBI,Palm Beach International,USAir,Passenger Property Loss,Checkpoint,Other,0,Deny,""
PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
PBI,Palm Beach International,USAir,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,189.28,Settle,""
PBI,Palm Beach International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
PBI,Palm Beach International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,20,Settle,""
PBI,Palm Beach International,Delta Air Lines,Property Damage,Checkpoint,Baggage/Cases/Purses,118,Approve in Full,""
PBI,Palm Beach International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
PBI,Palm Beach International,UAL,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny,""
PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,79,Approve in Full,""
PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,303.42,Settle,""
PBI,Palm Beach International,Southwest Airlines,Property Damage,Checked Baggage,Home Decor,0,Deny,""
PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny,""
PBI,Palm Beach International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
